pc,year,state,party,name,sex,age,category,votes,electors,rank,color,polled_votes
CHHINDWARA,1989,MADHYA PRADESH,INC,KAMAL NATH,M,,,211799,828757,1,#019733,422404
DAMOH,1989,MADHYA PRADESH,BJP,LOKENDRA SNGH,M,,,307872,1003959,1,#FB7B0D,546985
DHAR,1989,MADHYA PRADESH,INC,SURAJ BHANU SHIV BHANU SOLANKI,M,,,235912,889675,1,#019733,502731
DURG,1989,MADHYA PRADESH,JD,PURUSHOTTAM KAUSHIK,M,,,335131,1042098,1,#8064a2,619355
GUNA,1989,MADHYA PRADESH,BJP,VIJAYA RAJE SCINDIA,F,,,332641,1006096,1,#FB7B0D,554231
GWALIOR,1989,MADHYA PRADESH,INC,MADHAVA RAO SCINDIYA JEEWAJI RAO,M,,,279799,953238,1,#019733,483368
HOSHANGABAD,1989,MADHYA PRADESH,BJP,SARTAJ SINGH,M,,,278402,916182,1,#FB7B0D,525473
INDORE,1989,MADHYA PRADESH,BJP,SUMITRA MAHAJAN,F,,,319123,1083491,1,#FB7B0D,639071
JABALPUR,1989,MADHYA PRADESH,BJP,BABURAO PRANJPE,M,,,273163,918415,1,#FB7B0D,492247
JANJGIR,1989,MADHYA PRADESH,BJP,DALIP SINGH JUDEO,M,,,267408,965293,1,#FB7B0D,559241
JHABUA,1989,MADHYA PRADESH,INC,DILEEPSINGH BHURIA,M,,,237473,876800,1,#019733,416832
KANKER,1989,MADHYA PRADESH,INC,ARVIND NETAM,M,,,189631,850767,1,#019733,428063
KHAJURAHO,1989,MADHYA PRADESH,BJP,UMABHARTI,F,,,369699,1061784,1,#FB7B0D,606489
KHANDWA,1989,MADHYA PRADESH,BJP,AMRITLAL (MANNIBHAI),M,,,225915,868671,1,#FB7B0D,517463
KHARGONE,1989,MADHYA PRADESH,BJP,RAMESHWAR PATHIDAR,M,,,251069,863948,1,#FB7B0D,498886
MAHASAMUND,1989,MADHYA PRADESH,JD,VIDYACHARAN SHUKLA,M,,,243126,892973,1,#8064a2,531524
MANDLA,1989,MADHYA PRADESH,INC,MOHAN LAL,M,,,199943,811764,1,#019733,360459
MANDSAUR,1989,MADHYA PRADESH,BJP,LAXMINARAYAN PANDEY,M,,,347504,993680,1,#FB7B0D,641905
MORENA,1989,MADHYA PRADESH,BJP,CHHAVIRAM,M,,,209381,993784,1,#FB7B0D,415608
RAIGARH,1989,MADHYA PRADESH,BJP,NAND KUMAR SAI,M,,,218587,810049,1,#FB7B0D,439428
RAIPUR,1989,MADHYA PRADESH,BJP,RAMESH BAIS,M,,,271599,888021,1,#FB7B0D,503926
RAJGARH,1989,MADHYA PRADESH,BJP,PYARELA KHANDELWAR,M,,,289258,900674,1,#FB7B0D,539760
RAJNANDGAON,1989,MADHYA PRADESH,BJP,DHARAM PAL GUPTA,M,,,249389,829486,1,#FB7B0D,483955
REWA,1989,MADHYA PRADESH,JD,YAMUNA PRASAD SHASTRI,M,,,215420,1058365,1,#8064a2,523449
SAGAR,1989,MADHYA PRADESH,BJP,SHANKAR LAL,M,,,262760,897740,1,#FB7B0D,468702
SARANGARH,1989,MADHYA PRADESH,INC,PARASRAM BHARDWAJ,M,,,223385,902624,1,#019733,499834
SARGUJA,1989,MADHYA PRADESH,BJP,LARANGSAI,M,,,206428,895838,1,#FB7B0D,379230
SATNA,1989,MADHYA PRADESH,BJP,SIKHENDRA SINGH,M,,,223469,960755,1,#FB7B0D,474899
SEONI,1989,MADHYA PRADESH,BJP,PRAHLAD SINGH,M,,,204916,893182,1,#FB7B0D,441708
SHAHDOL,1989,MADHYA PRADESH,JD,DANPAT SINGH PARASTE,M,,,210366,947958,1,#8064a2,412312
SHAJAPUR,1989,MADHYA PRADESH,BJP,PHOOL CHAND VERMA,M,,,313804,934268,1,#FB7B0D,587111
SIDHI,1989,MADHYA PRADESH,BJP,JAGANNATH SINGH,M,,,222776,992279,1,#FB7B0D,443080
UJJAIN,1989,MADHYA PRADESH,BJP,SATYANARAYAN JATIYA,M,,,286232,887582,1,#FB7B0D,488226
VIDISHA,1989,MADHYA PRADESH,BJP,RAGHAV JI,M,,,313329,925976,1,#FB7B0D,531296
AHMEDNAGAR,1989,MAHARASHTRA,INC,GADAKH .Y.K.,M,,,297209,984397,1,#019733,529972
AKOLA,1989,MAHARASHTRA,BJP,PHUNDKAR PANDURANG PUNDLIK,M,,,322384,930019,1,#FB7B0D,656861
AMRAVATI,1989,MAHARASHTRA,CPI,SUDAM DESHMUKH,M,,,309699,929879,1,#DE0000,524694
AURANGABAD,1989,MAHARASHTRA,IND,MOROSHWAR SAVE,M,,,322467,1145802,1,#95b3d7,668214
BARAMATI,1989,MAHARASHTRA,INC,PATIL SHANKARRAO BAJIRAO,M,,,384513,1217719,1,#019733,658277
BEED,1989,MAHARASHTRA,JD,DHAKNO BABANRAO DADABA,M,,,229496,1111872,1,#8064a2,607293
BHANDARA,1989,MAHARASHTRA,BJP,KHUSHAL PARASRAM SOPCHE,M,,,285843,857992,1,#FB7B0D,602189
BOMBAY NORTH,1989,MAHARASHTRA,BJP,RAM NAIK,M,,,362787,1522476,1,#FB7B0D,869921
BOMBAY NORTH CENTRAL,1989,MAHARASHTRA,SHS,VIDYADHAR SAMBHAJI GOKHALE,M,,,254841,1007678,1,#F05A00,567431
BOMBAY NORTH EAST,1989,MAHARASHTRA,BJP,MEHTA JAYAWANTI NAVINCHANDRA,F,,,414282,1474388,1,#FB7B0D,877814
BOMBAY NORTH WEST,1989,MAHARASHTRA,INC,SUNIL DUTT,M,,,316203,1224733,1,#019733,686003
BOMBAY SOUTH,1989,MAHARASHTRA,INC,DEORA MURLI,M,,,178986,730429,1,#019733,390967
BOMBAY SOUTH CENTRAL,1989,MAHARASHTRA,IND,VAMANRAO MAHADIK,M,,,160167,799411,1,#95b3d7,446064
BULDHANA,1989,MAHARASHTRA,BJP,KALE SUKHDEO NANDAJI,M,,,297984,908190,1,#FB7B0D,586168
CHANDRAPUR,1989,MAHARASHTRA,INC,POTDUKHE SHANTARAM RAJESHWAR,M,,,243854,986600,1,#019733,607702
CHIMUR,1989,MAHARASHTRA,BJP,SHIWNKAR MANOHARRAO SUKAJI,M,,,293413,913813,1,#FB7B0D,704897
DAHANU,1989,MAHARASHTRA,INC,DAMODAR BARAKU SHINGADA,M,,,196747,1033327,1,#019733,523980
DHULE,1989,MAHARASHTRA,INC,BHOY RESHMA MOTIRAM,M,,,213059,897783,1,#019733,435054
ERANDOL,1989,MAHARASHTRA,BJP,PATIL UTTAMRAO LAXMANRAO,M,,,217057,951004,1,#FB7B0D,501883
HINGOLI,1989,MAHARASHTRA,INC,UTTAM RATHOD,M,,,271595,930557,1,#019733,501800
ICHALKARANJI,1989,MAHARASHTRA,INC,MANE BALASAHEB ALAIS RAJARAM SHANKARRAO,M,,,275674,938150,1,#019733,646030
JALGAON,1989,MAHARASHTRA,INC,MAHAJAN YADAV SHIVRAM,M,,,208992,945499,1,#019733,605047
JALNA,1989,MAHARASHTRA,BJP,PUNDLIK HARI DANWE,M,,,310694,990208,1,#FB7B0D,581711
KARAD,1989,MAHARASHTRA,INC,CHAVAN PREMALABAI DAJISAHEB,F,,,340631,948262,1,#019733,565885
KHED,1989,MAHARASHTRA,JD,BANKHELE KISANRAO BABURAO,M,,,242442,934837,1,#8064a2,547527
KOLABA,1989,MAHARASHTRA,INC,ANTULAY A. R.,M,,,333950,938272,1,#019733,624079
KOLHAPUR,1989,MAHARASHTRA,INC,GAIKWAD UDAYSINGRAO NANASAHEB,M,,,274676,893490,1,#019733,518260
KOPARGAON,1989,MAHARASHTRA,INC,VIKHE E.V.,M,,,248106,858141,1,#019733,498865
LATUR,1989,MAHARASHTRA,INC,PATIL SHIVRAJ VISHWANATH,M,,,304733,979858,1,#019733,605103
MALEGAON,1989,MAHARASHTRA,JD,MAHALE HARIBHAU,M,,,235376,913648,1,#8064a2,461902
NAGPUR,1989,MAHARASHTRA,INC,PURHIT BANWARILAL BHAGWANDAS,M,,,277292,1183672,1,#019733,713718
NANDED,1989,MAHARASHTRA,JD,KABDE VENKATESH RUKHMAJI,M,,,278320,1065156,1,#8064a2,564849
NANDURBAR,1989,MAHARASHTRA,INC,GAVIT MANKRAO HODLYA,M,,,240925,885274,1,#019733,461301
NASHIK,1989,MAHARASHTRA,BJP,AHER DAULA SONUJI,M,,,287267,1051786,1,#FB7B0D,562644
OSMANABAD,1989,MAHARASHTRA,INC,KAMBLE ARVIND TULSHIRAM,M,,,252841,865583,1,#019733,451275
PANDHARPUR,1989,MAHARASHTRA,INC,THORAT SANDIPAN BHAGWAN,M,,,296671,979118,1,#019733,467736
PARBHANI,1989,MAHARASHTRA,IND,DESHMUKH ASHOK ANANDRAO,M,,,229569,928898,1,#95b3d7,519254
PUNE,1989,MAHARASHTRA,INC,GADGIL VITTHALARO NARHAR,M,,,296051,1070901,1,#019733,678858
RAJAPUR,1989,MAHARASHTRA,JD,MADHU DANDAVATE,M,,,241694,741195,1,#8064a2,457088
RAMTEK,1989,MAHARASHTRA,INC,P.V. NARSIMHARAO,M,,,257800,897196,1,#019733,567162
RATNAGIRI,1989,MAHARASHTRA,INC,NIKAM GOVIND SAWAJI,M,,,240759,764262,1,#019733,490126
SANGLI,1989,MAHARASHTRA,INC,PATIL PRAKASHBAPU VASANTRAO,M,,,361753,892515,1,#019733,523434
SATARA,1989,MAHARASHTRA,INC,BHOSALE PRATAPRAO BABURAO,M,,,369467,911901,1,#019733,450908
SHOLAPUR,1989,MAHARASHTRA,INC,SADUL DHARMANNA MONDAYYA,M,,,281909,850629,1,#019733,502520
THANE,1989,MAHARASHTRA,BJP,KAPSE RAMCHANDRA GANESH,M,,,467892,1554410,1,#FB7B0D,873452
WARDHA,1989,MAHARASHTRA,INC,SATHE VASANT PURUSHOTTAM,M,,,222046,920961,1,#019733,586923
WASHIM,1989,MAHARASHTRA,INC,DESHMUKH ANANTRAO VITTHALRAO,M,,,306935,853576,1,#019733,554649
YAVATMAL,1989,MAHARASHTRA,INC,UTTAMRAO DEORAO PATIL,M,,,228713,890474,1,#019733,521600
INNER MANIPUR,1989,MANIPUR,INC,N.TOMBI SINGH,M,,,154679,602611,1,#019733,390271
OUTER MANIPUR,1989,MANIPUR,INC,MEIJINLUNG KAMSON,M,,,233150,616903,1,#019733,470854
SHILLONG,1989,MEGHALAYA,INC,PETER G.MARBANING,M,,,148657,585754,1,#019733,292818
TURA,1989,MEGHALAYA,INC,SANFORD MARAK,M,,,115553,352106,1,#019733,184306
MIZORAM,1989,MIZORAM,INC,C.SILVERA,M,,,109571,391700,1,#019733,226146
NAGALAND,1989,NAGALAND,INC,SHIKINO SAM,M,,,363071,813011,1,#019733,602195
CHANDNI CHOWK,1989,NCT OF DELHI,INC,JAI PRAKASH AGGARWAL,M,,,89891,381491,1,#019733,250313
DELHI SADAR,1989,NCT OF DELHI,BJP,VIJAY KUMAR MALHOTRA,M,,,163524,506017,1,#FB7B0D,304234
EAST DELHI,1989,NCT OF DELHI,INC,H. K. L. BHAGAT,M,,,359602,1480564,1,#019733,722183
KAROL BAGH,1989,NCT OF DELHI,BJP,KALKA DASS,M,,,141859,481032,1,#FB7B0D,285202
NEW DELHI,1989,NCT OF DELHI,BJP,LAL KRISHNA ADVANI,M,,,129256,429535,1,#FB7B0D,232744
OUTER DELHI,1989,NCT OF DELHI,JD,TARIF SINGH,M,,,384076,1574973,1,#8064a2,776544
SOUTH DELHI,1989,NCT OF DELHI,BJP,MADAN LAL KHURANA,M,,,282904,849216,1,#FB7B0D,476096
ASKA,1989,ORISSA,JD,ANANTA NARAYAN SINGH DEO,M,,,315979,985245,1,#8064a2,522713
BALASORE,1989,ORISSA,JD,SAMARENDRA KUNDU,M,,,362537,966388,1,#8064a2,644324
BERHAMPORE,1989,ORISSA,INC,GOPINATH GAJPATHI NARAYAN DEO,M,,,232082,932374,1,#019733,470315
BHADRAK,1989,ORISSA,JD,MANGARAJ MALIK,M,,,376546,958640,1,#8064a2,657676
BHUBANESWAR,1989,ORISSA,CPM,SIVAJI PATNAIK,M,,,332005,985749,1,#DE0000,567435
BOLANGIR,1989,ORISSA,JD,BALGOPAL MISHRA,M,,,327216,845121,1,#8064a2,509310
CUTTACK,1989,ORISSA,JD,SRIKANTA JENA,M,,,414828,963296,1,#8064a2,642154
DEOGARH,1989,ORISSA,JD,RAVI NARAYAN PANI,M,,,324121,949696,1,#8064a2,548115
DHENKANAL,1989,ORISSA,JD,BHAJAMAN BEHRA,M,,,336435,890023,1,#8064a2,570804
JAGATSINGHPUR,1989,ORISSA,CPI,LOKANATH CHOUDHARY,M,,,408057,972534,1,#DE0000,686028
JAJPUR,1989,ORISSA,JD,ANADI CHARAN DAS,M,,,326710,932961,1,#8064a2,619428
KALAHANDI,1989,ORISSA,JD,BAHKTA CHARAN DAS,M,,,211929,840712,1,#8064a2,455124
KENDRAPARA,1989,ORISSA,JD,RABI RAY,M,,,348881,910798,1,#8064a2,618138
KEONJHAR,1989,ORISSA,JD,GOVIND CHANDRA MUNDA,M,,,279226,905556,1,#8064a2,458803
KORAPUT,1989,ORISSA,INC,GRIDHAR GAMANGO,M,,,200126,892137,1,#019733,354799
MAYURBHANJ,1989,ORISSA,JD,BHAGEY GOBARDHAN,M,,,145867,815806,1,#8064a2,313799
NOWRANGPUR,1989,ORISSA,INC,KHAGAPATI PRADHANI,M,,,181934,875147,1,#019733,360416
PHULBANI,1989,ORISSA,JD,NAKUL NAYAK,M,,,279497,944347,1,#8064a2,535172
PURI,1989,ORISSA,JD,NILAMANI ROUTRAY,M,,,367618,941735,1,#8064a2,614250
SAMBALPUR,1989,ORISSA,JD,BHABANI SHANKAR HOTA,M,,,322270,991525,1,#8064a2,590643
SUNDARGARH,1989,ORISSA,JD,DABANANDA AMAT,M,,,245380,940968,1,#8064a2,451326
PUDUCHERRY,1989,PUDUCHERRY,INC,P. SHANMUGAM,M,,,190562,574557,1,#019733,377588
AMRITSAR,1989,PUNJAB,IND,KIRPAL SINGH,M,,,272427,994500,1,#95b3d7,579222
BHATINDA,1989,PUNJAB,SAD(M),SUCHA SINGH,M,,,316979,989706,1,#999,596045
FARIDKOT,1989,PUNJAB,SAD(M),JAGDEV SINGH,M,,,305521,1000795,1,#999,628226
FEROZEPUR,1989,PUNJAB,IND,DHIAN SINGH,M,,,202132,1037784,1,#95b3d7,654561
GURDASPUR,1989,PUNJAB,INC,SUKHBANS KAUR,F,,,220755,948524,1,#019733,544817
HOSHIARPUR,1989,PUNJAB,INC,KAMAL CHAUDHARY,M,,,176176,946368,1,#019733,547821
JALANDHAR,1989,PUNJAB,JD,I.K.GUJRAL,M,,,262032,937892,1,#8064a2,544737
LUDHIANA,1989,PUNJAB,SAD(M),RAJINDER KAUR BULARA,F,,,357349,1135916,1,#999,668207
PATIALA,1989,PUNJAB,IND,ATINDERPAL SINGH,M,,,294172,1017093,1,#95b3d7,631418
PHILLAUR,1989,PUNJAB,BSP,HARBHAJAN LAKHA,M,,,173592,1010117,1,#77968E,593391
ROPAR,1989,PUNJAB,SAD(M),BIMAL KAUR,F,,,424010,1043186,1,#999,702261
SANGRUR,1989,PUNJAB,SAD(M),RAJDEV SINGH,M,,,242443,943992,1,#999,660238
TARN TARAN,1989,PUNJAB,SAD(M),SIMARANJIT SINGH MANN,M,,,527707,942162,1,#999,591883
AJMER,1989,RAJASTHAN,BJP,RASA SINGH,M,,,308254,931802,1,#FB7B0D,544243
ALWAR,1989,RAJASTHAN,JD,RAMJI LAL YADAV,M,,,252824,951686,1,#8064a2,454471
BANSWARA,1989,RAJASTHAN,JD,HEERA BHAI,M,,,296594,937898,1,#8064a2,489515
BARMER,1989,RAJASTHAN,JD,KALYAN SINGH KALVI,M,,,367570,1107371,1,#8064a2,600039
BAYANA,1989,RAJASTHAN,BJP,THAN SINGH JATAV,M,,,217702,942994,1,#FB7B0D,401645
BHARATPUR,1989,RAJASTHAN,JD,VISHWENDRA SINGH,M,,,323174,902689,1,#8064a2,588171
BHILWARA,1989,RAJASTHAN,JD,HAMENDRA SINGH,M,,,290952,973497,1,#8064a2,518520
BIKANER,1989,RAJASTHAN,CPM,SHOPAT SINGH MAKKASSAR,M,,,296719,1392338,1,#DE0000,690135
CHITTORGARH,1989,RAJASTHAN,BJP,MAHENDRA SINGH,M,,,397056,1027352,1,#FB7B0D,628832
CHURU,1989,RAJASTHAN,JD,DAULAT RAM SARAN,M,,,318907,1046463,1,#8064a2,595945
DAUSA,1989,RAJASTHAN,BJP,NATHU SINGH,M,,,330749,1030283,1,#FB7B0D,571733
GANGANAGAR,1989,RAJASTHAN,JD,BEGA RAM,M,,,307279,1086118,1,#8064a2,567764
JAIPUR,1989,RAJASTHAN,BJP,GIRDHARI LAL BHARGAVA,M,,,384125,1231644,1,#FB7B0D,708058
JALORE,1989,RAJASTHAN,BJP,KAILASH MEGHWAL,M,,,300512,1076975,1,#FB7B0D,580238
JHALAWAR,1989,RAJASTHAN,BJP,VASUNDHARA RAJEY,F,,,304728,890749,1,#FB7B0D,499900
JHUN JHUNU,1989,RAJASTHAN,JD,JAGDEEP JHANKAR,M,,,421686,1125512,1,#8064a2,718051
JODHPUR,1989,RAJASTHAN,BJP,JASWANT SINGH S/O SARDAR SINGH,M,,,295993,1087557,1,#FB7B0D,588839
KOTA,1989,RAJASTHAN,BJP,DAU DAYAL JOSHI,M,,,314135,942409,1,#FB7B0D,534441
NAGAUR,1989,RAJASTHAN,JD,NATHU RAM MIRDHA,M,,,406075,1070178,1,#8064a2,641791
PALI,1989,RAJASTHAN,BJP,GUMANMALL LODHA,M,,,338797,956388,1,#FB7B0D,532524
SALUMBER,1989,RAJASTHAN,BJP,NAND LAL MEENA,M,,,203888,911457,1,#FB7B0D,447560
SAWAI MADHOPUR,1989,RAJASTHAN,BJP,KIRORI LAL,M,,,374601,1039727,1,#FB7B0D,576175
SIKAR,1989,RAJASTHAN,JD,DEVI LAL,M,,,375855,1132841,1,#8064a2,724974
TONK,1989,RAJASTHAN,JD,GOPAL PACHERWAL,M,,,294697,989194,1,#8064a2,505515
UDAIPUR,1989,RAJASTHAN,BJP,GULAB CHAN KATARIA,M,,,339665,1029393,1,#FB7B0D,584614
SIKKIM,1989,SIKKIM,SSP,NANDU THAPA,M,,,91608,192619,1,#999,133699
ARAKKONAM,1989,TAMIL NADU,INC,"JEEVARATHINAM, R.",M,,,299587,975104,1,#019733,700515
CHENGALPATTU,1989,TAMIL NADU,ADK,KANCHEE PANEER,M,,,338711,957415,1,#999,689597
CHIDAMBARAM,1989,TAMIL NADU,INC,"VALLALPERUMAN, P.",M,,,205229,938462,1,#019733,662552
COIMBATORE,1989,TAMIL NADU,INC,"KUPPUSAMY, C.K.",M,,,426721,1173906,1,#019733,752918
CUDDALORE,1989,TAMIL NADU,INC,P. R. S. VENKATESAN,M,,,331617,959014,1,#019733,655682
DHARMAPURI,1989,TAMIL NADU,ADK,"SEKHAR, M. G.",M,,,315921,1008221,1,#999,679098
DINDIGUL,1989,TAMIL NADU,ADK,"SRINIVASAN, C.",M,,,434966,1032870,1,#999,646863
GOBICHETTIPALAYAM,1989,TAMIL NADU,ADK,"NARAYANAN, P.G.",M,,,400932,912953,1,#999,620202
KARUR,1989,TAMIL NADU,ADK,"THAMBITHURAI, M.",M,,,484492,1050778,1,#999,738596
KRISHNAGIRI,1989,TAMIL NADU,INC,"RAMAMOORTHY, K.",M,,,362376,958580,1,#019733,593642
MADRAS CENTRAL,1989,TAMIL NADU,INC,ANBARASU ERA,M,,,329739,1026829,1,#019733,618029
MADRAS NORTH,1989,TAMIL NADU,INC,D. PANDIAN,M,,,445197,1345150,1,#019733,811761
MADRAS SOUTH,1989,TAMIL NADU,INC,VYJAYANTIMALA BALI,F,,,445864,1397773,1,#019733,827014
MADURAI,1989,TAMIL NADU,INC,A.G.S. RAM BABU,M,,,456442,1137434,1,#019733,711843
MAYILADUTHURAI,1989,TAMIL NADU,INC,PAKEER MOHAMED HAJEE E.S.M,M,,,352492,910538,1,#019733,672495
NAGAPATTINAM,1989,TAMIL NADU,CPI,"SELVARASU, M",M,,,341921,931916,1,#DE0000,693243
NAGERCOIL,1989,TAMIL NADU,INC,N.DENNIS,M,,,292817,952947,1,#019733,550434
NILGIRIS,1989,TAMIL NADU,INC,"PRABHU, R.",M,,,455411,1105096,1,#019733,740620
PALANI,1989,TAMIL NADU,INC,"SENAPATHI GOUNDER, A.",M,,,316938,1033981,1,#019733,625332
PERAMBALUR,1989,TAMIL NADU,ADK,"ASOKARAJ, A.",M,,,357565,941568,1,#999,669413
PERIYAKULAM,1989,TAMIL NADU,ADK,"MOTHIAH, R.",M,,,402691,1015762,1,#999,656412
POLLACHI,1989,TAMIL NADU,ADK,"RAJA RAVI VARMA, B.",M,,,428704,966256,1,#999,637210
PUDUKKOTTAI,1989,TAMIL NADU,INC,"SUNDARAJA, N.",M,,,518762,1054282,1,#019733,778294
RAMANATHAPURAM,1989,TAMIL NADU,INC,"RAJESHWARAN, V.",M,,,398145,1035028,1,#019733,626280
RASIPURAM,1989,TAMIL NADU,INC,"DEVARAJAN, B.",M,,,421674,1009869,1,#019733,629248
SALEM,1989,TAMIL NADU,INC,RANGARAJAN KUMARMANGALAM,M,,,400936,1032058,1,#019733,658885
SIVAGANGA,1989,TAMIL NADU,INC,"CHIDAMBARAM, P.",M,,,430290,1002667,1,#019733,653349
SIVAKASI,1989,TAMIL NADU,ADK,K.KALIMUTHU,M,,,450376,1083748,1,#999,773648
SRIPERUMBUDUR,1989,TAMIL NADU,INC,MARAGATHAM CHANDRASEKHAR,F,,,387795,1037657,1,#019733,706354
TENKASI,1989,TAMIL NADU,INC,M.ARUNACHALAM,M,,,393075,933214,1,#019733,628887
THANJAVUR,1989,TAMIL NADU,INC,"SINGRAVADIVEL, S",M,,,371967,920496,1,#019733,659912
TINDIVANAM,1989,TAMIL NADU,INC,"ERAMADASS, R.",M,,,299184,958799,1,#019733,647785
TIRUCHENDUR,1989,TAMIL NADU,INC,DHANUSKODI ATHITHAN R.,M,,,385656,951922,1,#019733,569438
TIRUCHENGODE,1989,TAMIL NADU,ADK,"PALANISAMY, K.C.",M,,,509847,1269558,1,#999,807287
TIRUCHIRAPPALLI,1989,TAMIL NADU,INC,L.ADAIKALARAJ,M,,,429185,1053144,1,#019733,702847
TIRUNELVELI,1989,TAMIL NADU,ADK,JANARTANAN,M,,,394444,970473,1,#999,606767
TIRUPPATTUR,1989,TAMIL NADU,INC,"JAYAMOHAN, A.",M,,,376733,992148,1,#019733,675288
VANDAVASI,1989,TAMIL NADU,INC,"BALARAMAN, L.",M,,,313160,978457,1,#019733,663929
VELLORE,1989,TAMIL NADU,INC,"ABDUL SAMAD, A. K. A.",M,,,356637,1011139,1,#019733,658061
TRIPURA EAST,1989,TRIPURA,INC,MANIKYA BIKRAM KISHORE DEBBARMA BAHADUR,M,,,292190,733910,1,#019733,592628
TRIPURA WEST,1989,TRIPURA,INC,SANTOSH MOHAN DEV,M,,,410904,802640,1,#019733,674119
AGRA,1989,UTTAR PRADESH,JD,AJAY SINGH,M,,,200975,887625,1,#8064a2,367601
AKBARPUR,1989,UTTAR PRADESH,JD,RAM AWADH,M,,,216807,956387,1,#8064a2,513499
ALIGARH,1989,UTTAR PRADESH,JD,SATYA PAL MALIK,M,,,233465,928632,1,#8064a2,453459
ALLAHABAD,1989,UTTAR PRADESH,JD,JANESHWAR MISHRA,M,,,178508,961318,1,#8064a2,415896
ALMORA,1989,UTTAR PRADESH,INC,HARISH CHANDRA SINGH RAWAT,M,,,149703,850800,1,#019733,352620
AMETHI,1989,UTTAR PRADESH,INC,RAJIV GANDHI,M,,,271407,910177,1,#019733,402500
AMROHA,1989,UTTAR PRADESH,JD,HAR GOVIND,M,,,271559,924732,1,#8064a2,541351
AONLA,1989,UTTAR PRADESH,BJP,RAJ VEER SINGH,M,,,180778,814530,1,#FB7B0D,415638
AZAMGARH,1989,UTTAR PRADESH,BSP,RAM KISHANA,M,,,142171,962986,1,#77968E,445101
BAGHPAT,1989,UTTAR PRADESH,JD,AJEET SINGH,M,,,400053,922288,1,#8064a2,568877
BAHRAICH,1989,UTTAR PRADESH,JD,ARIF MOHD. KHAN,M,,,142399,915618,1,#8064a2,350903
BALLIA,1989,UTTAR PRADESH,JD,CHANDRA SHEKHAR,M,,,251997,988096,1,#8064a2,479704
BALRAMPUR,1989,UTTAR PRADESH,IND,FASIURAAHMANALIYAS MUNNAN KHAN,M,,,175578,942209,1,#95b3d7,502051
BANDA,1989,UTTAR PRADESH,CPI,RAM SAJIWAN,M,,,104142,868718,1,#DE0000,383565
BANSGAON,1989,UTTAR PRADESH,INC,MAHABIR PRASAD,M,,,162587,950199,1,#019733,472745
BARA BANKI,1989,UTTAR PRADESH,JD,RAM SAGAR,M,,,199180,868388,1,#8064a2,438180
BAREILLY,1989,UTTAR PRADESH,BJP,SANTOSH KUMAR GANGWAR,M,,,159502,851467,1,#FB7B0D,417929
BASTI,1989,UTTAR PRADESH,JD,KALPA NATH SONAKAR,M,,,179586,949910,1,#8064a2,449629
BIJNOR,1989,UTTAR PRADESH,BSP,MAYAWATI,F,,,183189,926223,1,#77968E,482618
BILHAUR,1989,UTTAR PRADESH,JD,ARUN KUMAR NEHRU,M,,,285047,968528,1,#8064a2,495953
BUDAUN,1989,UTTAR PRADESH,JD,SHARAD YADAV,M,,,225712,875527,1,#8064a2,480247
BULANDSHAHR,1989,UTTAR PRADESH,JD,SARVAR HUSAIN,M,,,241188,926063,1,#8064a2,478797
CHAIL,1989,UTTAR PRADESH,INC,RAM NIHOR RAKESH,M,,,155738,932234,1,#019733,362736
CHANDAULI,1989,UTTAR PRADESH,JD,KAILASH NATH SINGH YADAV,M,,,249572,1035265,1,#8064a2,494171
DEORIA,1989,UTTAR PRADESH,JD,RAJMANGAL,M,,,240453,989706,1,#8064a2,515182
DOMARIAGANJ,1989,UTTAR PRADESH,JD,BRIJ BHUSHAN TIWARI,M,,,264696,956276,1,#8064a2,534485
ETAH,1989,UTTAR PRADESH,BJP,MAHADEEPK SINGH,M,,,143442,839232,1,#FB7B0D,437251
ETAWAH,1989,UTTAR PRADESH,JD,RAM SINGH SHAKYA,M,,,214264,943657,1,#8064a2,489829
FAIZABAD,1989,UTTAR PRADESH,CPI,MITRA SEN,M,,,191027,920193,1,#DE0000,460226
FARRUKHABAD,1989,UTTAR PRADESH,JD,SANTOSH BHARTIYA,M,,,165452,954177,1,#8064a2,511314
FATEHPUR,1989,UTTAR PRADESH,JD,VISHWANATH PRATAP,M,,,245653,918378,1,#8064a2,437254
FIROZABAD,1989,UTTAR PRADESH,JD,RAMJI LAL SUMAN,M,,,283774,918575,1,#8064a2,432544
GARHWAL,1989,UTTAR PRADESH,JD,CHANDRA MOHAN,M,,,164480,849189,1,#8064a2,398043
GHATAMPUR,1989,UTTAR PRADESH,JD,KESHARI LAL,M,,,282854,908277,1,#8064a2,467385
GHAZIPUR,1989,UTTAR PRADESH,IND,JAGDISH,M,,,208361,1014670,1,#95b3d7,518895
GHOSI,1989,UTTAR PRADESH,INC,KALP NATH,M,,,195886,997052,1,#019733,486148
GONDA,1989,UTTAR PRADESH,INC,ANAND SINGH ALIAS ANNU BHAIYA,M,,,271892,941053,1,#019733,457358
GORAKHPUR,1989,UTTAR PRADESH,HMS,AVEDYA NATH,M,,,193821,872461,1,#999,453341
HAMIRPUR,1989,UTTAR PRADESH,JD,GANGA CHARAN,M,,,183600,836789,1,#8064a2,406099
HAPUR,1989,UTTAR PRADESH,JD,K.C.TYAGI (KISHAN CHAND),M,,,247187,1077433,1,#8064a2,521008
HARDOI,1989,UTTAR PRADESH,JD,PARMAI LAL,M,,,199552,893767,1,#8064a2,463625
