state,constituency,poll_date,name,party,age,gender,education,category,assets,criminal_cases,color
Tamil Nadu,Pollachi,24-04-2014,Easwaran R,IND,43,Male,8th,GEN,2391135,0,
Jharkhand,Ranchi,17-04-2014,Amanullah,AAP,44,Male,Post Graduate,GEN,2391132,0,
Tamil Nadu,Kallakurichi,24-04-2014,Vennila K,IND,44,Female,10th,GEN,2390900,0,
Punjab,Amritsar,30-04-2014,Balbir Singh,BHARATIYA GAON TAJ DAL,49,Male,5th,GEN,2387000,0,
Bihar,Pataliputra,17-04-2014,Rameshwar Prasad,CPIMLL,67,Male,8th,GEN,2386000,6,
Tripura,Tripura West,07-04-2014,Sudhindra Chandra Dasgupta,BJP,74,Male,Graduate,GEN,2385517,0,#FB7B0D
Maharashtra,Mumbai North,24-04-2014,Satyavijay Vithoba Chavan,IND,60,Male,8th,GEN,2385347,0,
Haryana,Hisar,10-04-2014,Shravan Kumar Asija,IND,55,Male,12th,GEN,2380000,0,
Bihar,Gopalganj,12-05-2014,Dinanath Manjhi,IND,0,Male,Graduate,GEN,2377269,1,
Gujarat,Kachchh,30-04-2014,Kamalbhai Matang,BSP,38,Male,12th,GEN,2376000,0,#77968E
Madhya Pradesh,Indore,24-04-2014,Pamanand Tolani,IND,53,Male,10th,GEN,2371000,0,
Uttar Pradesh,Azamgarh,12-05-2014,Sugriv Chauhan,IND,42,Male,10th,GEN,2370000,0,
National Capital Territory Of Delhi,New Delhi,10-04-2014,Padmaja Kandukuri,IND,50,Female,Not Given,GEN,2367592,0,
Uttar Pradesh,Sitapur,30-04-2014,Pushpa Devi,IND,39,Female,8th,GEN,2366581,0,
Punjab,Hoshiarpur,30-04-2014,Ravi Dutt,IND,43,Male,12th,GEN,2362000,0,
Bihar,Gaya,10-04-2014,Jitan Ram Manjhi,JDU,68,Male,Graduate,GEN,2360142,0,#8064a2
Andhra Pradesh,Khammam,30-04-2014,Bhaskar Kaki,IND,43,Male,Graduate,GEN,2360000,0,
Andhra Pradesh,Mahabubabad,30-04-2014,Laxman Bukya,IND,44,Male,5th,GEN,2360000,0,
Gujarat,Rajkot,30-04-2014,Rajeshbhai Lavjibhai Pipalva,LOKTANTRIK RASHRTAVADI PARTY,43,Male,Graduate,GEN,2360000,0,
Kerala,Attingal,10-04-2014,Suresh,IND,40,Male,8th,GEN,2360000,0,
West Bengal,Jadavpur,12-05-2014,Susanta Kumar Naskar,IND,59,Male,10th,GEN,2359383,0,
West Bengal,Coochbehar,17-04-2014,Dalendra Nath Ray,AMRA BANGALEE,59,Male,10th,GEN,2358865,0,
Orissa,Balasore,17-04-2014,Prasanta Kumar Mishra,CPI,45,Male,Graduate Professional,GEN,2357346,1,#DE0000
Maharashtra,Mumbai South Central,24-04-2014,Selvakumar Perin Baraj Nadar,IND,35,Male,5th,GEN,2353210,0,
Maharashtra,Mumbai South,24-04-2014,Khan Abdus Salam Kasmi,BSP,56,Male,Others,GEN,2351000,0,#77968E
Uttar Pradesh,Fatehpur,30-04-2014,Ram Lochan Sen,BAHUJAN MUKTI PARTY,66,Male,Graduate,GEN,2348000,0,
Uttar Pradesh,Pilibhit,17-04-2014,Ram Autar,CPIMLL,59,Male,12th,GEN,2345938,0,
Uttar Pradesh,Allahabad,07-05-2014,Chandra Prakash,BHARATIYA KISAN SENA LOKTANTRIK,39,Male,Post Graduate,GEN,2345000,0,
Karnataka,Bagalkot,17-04-2014,Mahesh Basappa Nandihal,KARUNAADU PARTY,36,Male,Graduate,GEN,2340300,1,
Chhattisgarh,Surguja,24-04-2014,Kunj Bihari Paikra,BAHUJAN MUKTI PARTY,40,Male,Graduate Professional,GEN,2337000,0,
Chhattisgarh,Rajnandgaon,17-04-2014,Sahukar Bhaskar,IND,36,Male,8th,GEN,2335477,0,
Maharashtra,Buldhana,10-04-2014,Balasaheb Shankar Darade,IND,30,Male,Post Graduate,GEN,2334214,0,
Gujarat,Mahesana,30-04-2014,Girishji Jenaji Dabhi,BHARATIYA NATIONAL JANTA DAL,37,Male,5th,GEN,2333000,2,
Bihar,Nalanda,17-04-2014,Lata Sinha,IND,38,Female,Post Graduate,GEN,2330367,0,
Jammu Kashmir,Anantnag,24-04-2014,Mohammad Shrif,BSP,69,Male,Graduate Professional,GEN,2327215,0,#77968E
Tamil Nadu,Chennai South,24-04-2014,Joseph Gunasekar,IND,41,Male,Graduate Professional,GEN,2325000,0,
Tamil Nadu,Kanniyakumari,24-04-2014,Kamaraj K,IND,61,Male,10th,GEN,2323400,0,
Tamil Nadu,Tiruvallur,24-04-2014,Sathyamurthyc,BSP,34,Male,Graduate Professional,GEN,2322609,0,#77968E
Maharashtra,Dindori,24-04-2014,Kailas Sakharam More,IND,65,Male,10th,GEN,2320084,0,
Andhra Pradesh,Nizamabad,30-04-2014,Banja Veerappa,PYRAMID PARTY OF INDIA,54,Male,10th,GEN,2318000,0,
National Capital Territory Of Delhi,East Delhi,10-04-2014,Mohammed Naeem,IND,37,Male,10th,GEN,2314000,1,
West Bengal,Alipurduars,17-04-2014,Joseph Munda,INC,43,Male,Graduate,GEN,2312000,0,#019733
Uttar Pradesh,Faizabad,07-05-2014,Makasud Ali,PEACE PARTY,47,Male,8th,GEN,2310000,0,
Haryana,Hisar,10-04-2014,Sushil Nidhi,IND,41,Male,12th,GEN,2306220,0,
Jharkhand,Palamau,10-04-2014,Sushma Mehta,CPIMLL,41,Male,12th,GEN,2305547,6,
Uttar Pradesh,Sultanpur,07-05-2014,Mohd Shamim,QAUMI EKTA DAL,49,Male,8th,GEN,2301899,0,
Andhra Pradesh,Narasaraopet,07-05-2014,Mekala Hanumantha Rao Yadav,BSP,35,Male,Post Graduate,GEN,2301000,4,#77968E
Jammu Kashmir,Baramulla,07-05-2014,Abdul Rashid Sheikh,IND,48,Male,Graduate,GEN,2301000,0,
Jammu Kashmir,Baramulla,07-05-2014,Bashir Ahmad Gojer Jagal,PRISM,46,Male,5th,GEN,2300000,0,
Haryana,Sirsa,10-04-2014,Jaipal Bhatti,IND,44,Male,5th,GEN,2300000,0,
Gujarat,Bharuch,30-04-2014,Anandkumar Sarvarsinh Vasava,IND,32,Male,Post Graduate,GEN,2296015,0,
Jharkhand,Jamshedpur,17-04-2014,Drom Prakash Ananad,IND,39,Male,Post Graduate,GEN,2292704,0,
Uttar Pradesh,Ghosi,12-05-2014,Surya Kumar,IND,27,Male,10th,GEN,2291000,0,
Uttar Pradesh,Mohanlalganj,30-04-2014,Shatrohanlal Rawat,IND,46,Male,8th,GEN,2291000,0,
Rajasthan,Chittorgarh,17-04-2014,Shanti Lal Trivedi,CPIMLL,77,Male,10th,GEN,2289690,0,
Maharashtra,Palghar,24-04-2014,Kashinath Laxman Kokera,IND,37,Male,8th,GEN,2286452,0,
Madhya Pradesh,Rewa,10-04-2014,Brmhadatta Mishra Urf Chote,IND,51,Male,12th,GEN,2283500,0,
Haryana,Kurukshetra,10-04-2014,Davinder Kumar,IND,33,Male,12th,GEN,2275000,2,
Rajasthan,Bharatpur,24-04-2014,Mamraj,IND,48,Male,10th,GEN,2274195,0,
Andhra Pradesh,Nellore,07-05-2014,Kolati Gopinath,PYRAMID PARTY OF INDIA,33,Male,Graduate Professional,GEN,2272624,0,
Orissa,Kalahandi,10-04-2014,Parameswar Kand,SAMATA KRANTI DAL,51,Male,12th,GEN,2270000,1,
Jammu Kashmir,Jammu,10-04-2014,Raj Kumar,IND,40,Male,12th,GEN,2268500,0,
Maharashtra,Bhiwandi,24-04-2014,Suresh Kaluram Jadhav,IND,48,Male,8th,GEN,2264906,0,
Bihar,Samastipur,30-04-2014,Ganesh Kumar,AAP,41,Male,10th,GEN,2262533,0,
Bihar,Madhubani,30-04-2014,Dhruv Narayan Karn,CPIMLL,54,Male,10th,GEN,2262312,7,
Maharashtra,Kolhapur,17-04-2014,Kurane Ajay Prakash,BSP,39,Male,Graduate,GEN,2255800,0,#77968E
Bihar,Sasaram,10-04-2014,Saroj Ram,BAHUJAN MUKTI PARTY,54,Male,Graduate Professional,GEN,2255786,0,
Andhra Pradesh,Vizianagaram,07-05-2014,Naru Simhadri Naidu,AAP,58,Male,Post Graduate,GEN,2252790,0,
Karnataka,Dharwad,17-04-2014,Maruti Ramappa Hanasi,IND,46,Male,Graduate,GEN,2243000,0,
Chhattisgarh,Mahasamund,17-04-2014,Lakshman Masturiya,AAP,64,Male,Post Graduate,GEN,2242689,0,
Tamil Nadu,Chennai South,24-04-2014,S Veeramani,IND,63,Male,Post Graduate,GEN,2242000,0,
Gujarat,Patan,30-04-2014,Prajapati Chhaganbhai Naranbhai,IND,60,Male,10th,GEN,2237121,0,
West Bengal,Maldaha Uttar,24-04-2014,Subhash Krishna Goswami,BJP,69,Male,12th,GEN,2236912,0,#FB7B0D
Chhattisgarh,Bilaspur,24-04-2014,Lakhan Lal Sahu So Nandram Sahu,IND,39,Male,5th,GEN,2236151,0,
Chhattisgarh,Raigarh,24-04-2014,Joseph Bara,IND,58,Male,12th,GEN,2235000,0,
Andhra Pradesh,Araku,07-05-2014,Midiyam Baburao,CPIM,63,Male,Graduate Professional,GEN,2230750,0,#DE0000
Himachal Pradesh,Hamirpur,07-05-2014,Urmila,SP,58,Female,5th,GEN,2230000,0,#B15928
Uttar Pradesh,Sant Kabir Nagar,07-05-2014,Jaintri Prasad,IND,55,Male,Literate,GEN,2229863,0,
Jharkhand,Singhbhum,17-04-2014,Manohar Sinku,BSP,45,Male,Graduate,GEN,2228000,0,#77968E
Maharashtra,Wardha,10-04-2014,Deshmukh Jaideep Rajendra,IND,46,Male,Post Graduate,GEN,2227258,1,
Uttar Pradesh,Ballia,12-05-2014,Bholanath,IND,36,Male,12th,GEN,2225891,0,
West Bengal,Bishnupur,07-05-2014,Jayanta Modal,BJP,58,Male,Graduate Professional,GEN,2225000,0,#FB7B0D
Andhra Pradesh,Bhongir,30-04-2014,Guduru Janardhan Reddy,JAI SAMAIKYANDHRA PARTY,41,Male,10th,GEN,2223000,0,
Uttar Pradesh,Domariyaganj,12-05-2014,Kali Ram,IND,58,Male,Graduate,GEN,2220746,0,
Chhattisgarh,Raipur,24-04-2014,Krishna Nandan Singh,IND,50,Male,Post Graduate,GEN,2220153,0,
Karnataka,Koppal,17-04-2014,D H Pujar,CPIML RED STAR,48,Male,5th,GEN,2219600,4,
Chhattisgarh,Bilaspur,24-04-2014,Lakhan Sahu So Manohar Lal,IND,46,Male,5th,GEN,2218603,0,
Maharashtra,Raver,24-04-2014,Khatik Mohammad Haroon Abdul Kadir,SP,36,Male,Post Graduate,GEN,2218302,2,#B15928
Chhattisgarh,Janjgir-champa,24-04-2014,Vrinda Ganda,IND,33,Female,Illiterate,GEN,2218300,0,
Madhya Pradesh,Bhopal,17-04-2014,Rajesh Keer,BAHUJAN MUKTI PARTY,46,Male,Graduate Professional,GEN,2215850,0,
Tamil Nadu,Madurai,24-04-2014,M Venkatesan,IND,45,Male,Post Graduate,GEN,2213164,0,
Bihar,Siwan,12-05-2014,Om Prakash Yadav,BJP,48,Male,Graduate,GEN,2213023,1,#FB7B0D
Bihar,Pataliputra,17-04-2014,Mukul Kumar Sharma,SANKHYANUPATI BHAGIDARI PARTY,26,Male,10th,GEN,2212400,1,
Uttar Pradesh,Jalaun,30-04-2014,Jayram,BHARTIYA SHAKTI CHETNA PARTY,65,Male,Literate,GEN,2212000,0,
Maharashtra,Maval,17-04-2014,Jagtap Laxman Sitaram,IND,55,Male,5th,GEN,2210100,0,
Uttar Pradesh,Basti,07-05-2014,Bhagwandas,BAHUJAN SANGHARSH PARTY KANSHIRAM,47,Male,8th,GEN,2207680,0,
West Bengal,Sreerampur,30-04-2014,Abdul Mannan,INC,62,Male,Graduate,GEN,2206559,1,#019733
Bihar,Sheohar,07-05-2014,Shatrughan Sahu,AAP,38,Male,Post Graduate,GEN,2204235,0,
West Bengal,Kolkata Uttar,12-05-2014,Sanjoy Saha,IND,37,Male,12th,GEN,2200000,0,
Karnataka,Bidar,17-04-2014,Prabhu,IND,47,Male,10th,GEN,2200000,0,
Haryana,Bhiwani-mahendragarh,10-04-2014,Chitter Singh Bali,IND,40,Male,10th,GEN,2196500,0,
Maharashtra,Aurangabad,24-04-2014,Tribhuvan Madhukar Padmakar,IND,45,Male,12th,GEN,2193000,0,
Uttar Pradesh,Azamgarh,12-05-2014,M Aamir Rashadi,RASHTRIYA ULAMA COUNCIL,57,Male,Others,GEN,2191523,1,
Bihar,Samastipur,30-04-2014,Ram Chandar Ram,BSP,62,Male,Graduate Professional,GEN,2190160,0,#77968E
Gujarat,Bardoli,30-04-2014,Reniyabhai Shankarbhai Chaudhari,HINDUSTHAN NIRMAN DAL,58,Male,Graduate,GEN,2184640,0,
Bihar,Bhagalpur,24-04-2014,Mahadev Kumar,IND,57,Male,10th,GEN,2182100,1,
Gujarat,Panchmahal,30-04-2014,Giri Ramchandra Vaijnath,BSP,53,Male,12th,GEN,2182000,0,#77968E
Andhra Pradesh,Narasaraopet,07-05-2014,Jangala Singaraiah,IND,38,Male,10th,GEN,2181102,0,
Jharkhand,Lohardaga,10-04-2014,Mahendra Oraon,IND,35,Male,12th,GEN,2180000,0,
West Bengal,Ranaghat,12-05-2014,Chaitanya Barai,NIRJATITA SAMAJ BIPLABI PARTY,50,Male,10th,GEN,2177000,0,
Chhattisgarh,Raipur,24-04-2014,Madan Lal Sahu,CPIML RED STAR,34,Male,Graduate,GEN,2176006,0,
Tamil Nadu,Tiruvannamalai,24-04-2014,Arumugam C,SP,38,Male,12th,GEN,2175777,0,#B15928
Uttar Pradesh,Kanpur,30-04-2014,Devendra Kumar Sharma,AKHIL BHARATIYA ASHOK SENA,49,Male,Post Graduate,GEN,2175602,2,
Rajasthan,Bikaner,17-04-2014,Gauri Shankar,AAP,34,Male,Doctorate,GEN,2173200,0,
Uttarakhand,Garhwal,07-05-2014,Abdul Salam,IND,76,Male,Illiterate,GEN,2170500,0,
Maharashtra,Satara,17-04-2014,Gawde Sukhdev Bhanudas,IND,60,Male,10th,GEN,2170000,0,
Maharashtra,Chandrapur,10-04-2014,Sanjay Nilkanth Gawande,IND,50,Male,12th,GEN,2170000,0,
Uttar Pradesh,Hamirpur,30-04-2014,Ram Sajiwan,BHARTIYA SHAKTI CHETNA PARTY,52,Male,Graduate,GEN,2168500,0,
Tamil Nadu,Perambalur,24-04-2014,Mani -p,IND,47,Male,10th,GEN,2163000,0,
National Capital Territory Of Delhi,North West Delhi,10-04-2014,Basant Panwar,BSP,46,Male,8th,GEN,2162778,0,#77968E
Tamil Nadu,Dindigul,24-04-2014,Kuppuraj C,IND,32,Male,Post Graduate,GEN,2160000,0,
Uttar Pradesh,Badaun,17-04-2014,Atul Kumar,IND,40,Male,Graduate,GEN,2156941,0,
Andhra Pradesh,Malkajgiri,30-04-2014,Venkat Reddy Surakanti,PYRAMID PARTY OF INDIA,50,Male,Graduate Professional,GEN,2155818,0,
Assam,Kokrajhar,24-04-2014,Naba Kumar Sarania,IND,45,Male,12th,GEN,2155559,3,
Andhra Pradesh,Peddapalle,30-04-2014,Velthuru Mallaiah,REPUBLICAN PAKSHA KHORIPA,57,Male,10th,GEN,2155000,0,
Tamil Nadu,Perambalur,24-04-2014,Selvaraj -vm,BSP,58,Male,Post Graduate,GEN,2152232,0,#77968E
Karnataka,Chamarajanagar,17-04-2014,S Govinda Nayaka,IND,49,Male,10th,GEN,2151000,0,
Uttar Pradesh,Meerut,10-04-2014,Mukesh Kumar,IND,40,Male,Graduate Professional,GEN,2150500,0,
Uttar Pradesh,Lucknow,30-04-2014,Ashok Pandey,IND,52,Male,Graduate Professional,GEN,2150000,0,
Uttar Pradesh,Salempur,12-05-2014,Chandra Pratap Singh,AAP,30,Male,Post Graduate,GEN,2146158,0,
Uttar Pradesh,Amroha,17-04-2014,Naresh Kumar,IND,28,Male,Post Graduate,GEN,2145327,0,
Tamil Nadu,Tirunelveli,24-04-2014,Rajeshkannan,IND,42,Male,8th,GEN,2140000,0,
Orissa,Dhenkanal,17-04-2014,Kalakar Naik,AMBEDKARITE PARTY OF INDIA,48,Male,12th,GEN,2140000,0,
Uttar Pradesh,Amethi,07-05-2014,Sonam Kinnar,IND,0, -,Not Given,GEN,2139000,0,
Bihar,Sasaram,10-04-2014,Tetari Devi,CPIMLL,39,Female,Literate,GEN,2138858,0,
West Bengal,Ranaghat,12-05-2014,Supravat Biswas,BJP,74,Male,Graduate,GEN,2137619,0,#FB7B0D
Jharkhand,Khunti,17-04-2014,Mahadev Ravinath Pahan,RASHTRIYA DESHAJ PARTY,29,Male,12th,GEN,2137028,0,
Madhya Pradesh,Khajuraho,17-04-2014,Amit Bhatnagar,AAP,33,Male,Post Graduate,GEN,2136231,0,
Maharashtra,Hatkanangle,17-04-2014,Sushant Santosh Dige,IND,31,Male,12th,GEN,2135600,0,
Karnataka,Dakshina Kannada,17-04-2014,K Yadava Shetty,CPIM,50,Male,12th,GEN,2135040,0,#DE0000
Gujarat,Bharuch,30-04-2014,Saiyad Mohsinmiya Hedarmiya,BAHUJAN MUKTI PARTY,53,Male,8th,GEN,2135000,0,
Kerala,Chalakudy,10-04-2014,K Ambujakshan,WELFARE PARTY OF INDIA,47,Male,Post Graduate,GEN,2134142,1,
Maharashtra,Mumbai North Central,24-04-2014,Dinesh Phulsing Rathod,IND,39,Male,10th,GEN,2133000,0,
Maharashtra,Shirdi,17-04-2014,Raghunath Ramji Makasare,BHARIPA BAHUJAN MAHASANGH,70,Male,Post Graduate,GEN,2132555,0,
National Capital Territory Of Delhi,New Delhi,10-04-2014,Sunita Chaudhary,JKNPP,36,Female,10th,GEN,2129016,0,
Uttar Pradesh,Domariyaganj,12-05-2014,Badre Alam,AAP,65,Male,Graduate Professional,GEN,2127951,0,
Gujarat,Rajkot,30-04-2014,Degda Pravinbhai Meghajibhai,RPIA,51,Male,Illiterate,GEN,2125000,6,
West Bengal,Bardhaman Purba,30-04-2014,Mukul Biswas,BSP,40,Male,Post Graduate,GEN,2121435,0,#77968E
Bihar,Sitamarhi,07-05-2014,Kishori Das,AAP,63,Male,Post Graduate,GEN,2120000,2,
Uttar Pradesh,Rampur,17-04-2014,Syed Salman Ali,AAP,49,Male,Graduate,GEN,2118955,0,
Jharkhand,Hazaribagh,17-04-2014,Javed Islam,CPIMLL,54,Male,Graduate,GEN,2117600,0,
West Bengal,Jalpaiguri,17-04-2014,Subash Biswas,IND,61,Male,5th,GEN,2117232,0,
Uttar Pradesh,Shahjahanpur,17-04-2014,Mewaram,NAITIK PARTY,49,Male,12th,GEN,2116552,0,
Andhra Pradesh,Nizamabad,30-04-2014,S Chandraiah,IND,67,Male,Graduate,GEN,2116000,0,
Andhra Pradesh,Chevella,30-04-2014,Sanike Ram Gopal Yadav,IND,47,Male,10th,GEN,2115500,0,
Bihar,Buxar,17-04-2014,Mokaram Hussain,SUHELDEV BHARTIYA SAMAJ PARTY,62,Male,10th,GEN,2115487,0,
Uttar Pradesh,Kushi Nagar,12-05-2014,Kasheem Ali,PEACE PARTY,50,Male,8th,GEN,2114514,1,
Rajasthan,Kota,17-04-2014,Tejpal,IND,50,Male,Graduate,GEN,2112136,0,
Tamil Nadu,Arani,24-04-2014,Aganesan,BSP,55,Male,8th,GEN,2110000,0,#77968E
Jammu Kashmir,Srinagar,30-04-2014,Dr Raja Muzaffar Bhat,AAP,37,Male,Graduate,GEN,2110000,1,
Uttar Pradesh,Sitapur,30-04-2014,Sanjay Tiwari,NAITIK PARTY,28,Male,12th,GEN,2108742,0,
Tamil Nadu,Virudhunagar,24-04-2014,Madhavan -p,IND,40,Male,5th,GEN,2105703,0,
National Capital Territory Of Delhi,Chandni Chowk,10-04-2014,Vijay Shankar Chaubey,IND,42,Male,12th,GEN,2105641,0,
Madhya Pradesh,Balaghat,10-04-2014,Sukharam Astkar Lanji,IND,54,Male,Post Graduate,GEN,2102000,0,
Karnataka,Koppal,17-04-2014,G Anojirao,IND,38,Male,12th,GEN,2101000,0,
Rajasthan,Karauli-dholpur,24-04-2014,Ghanshyam,AAP,44,Male,10th,GEN,2100191,0,
Andhra Pradesh,Chevella,30-04-2014,Chan Pasha,AKHIL BHARATIYA MUSLIM LEAGUE SECULAR,37,Male,Illiterate,GEN,2100000,1,
Uttar Pradesh,Unnao,30-04-2014,Anil Kumar,IND,51,Male,10th,GEN,2100000,0,
Karnataka,Bangalore North,17-04-2014,Velu V,BSP,51,Male,8th,GEN,2100000,1,#77968E
Kerala,Thrissur,10-04-2014,Haji Moideen Shah,JDU,64,Male,Others,GEN,2100000,0,#8064a2
Uttar Pradesh,Chandauli,12-05-2014,Mritunjaya Pandey,JAN RAKSHA PARTY,43,Male,10th,GEN,2099834,1,
Chhattisgarh,Bilaspur,24-04-2014,Daya Das Lahre,IND,72,Male,8th,GEN,2097599,0,
Punjab,Faridkot,30-04-2014,Sant Ram,BSP,54,Male,12th,GEN,2092700,0,#77968E
Bihar,Jhanjharpur,30-04-2014,Bighnesh Bhagat,BAHUJAN MUKTI PARTY,41,Male,Graduate,GEN,2092390,0,
Karnataka,Bijapur,17-04-2014,Rudresh Dayappa Dodamani,IND,50,Male,Post Graduate,GEN,2090000,0,
Haryana,Gurgaon,10-04-2014,Ahshan Ali,IND,43,Male,Graduate,GEN,2090000,0,
Assam,Gauhati,24-04-2014,Bandana Barman Baruah,SP,30,Female,Graduate,GEN,2087486,0,#B15928
Tamil Nadu,Namakkal,24-04-2014,Panneerselvams,IND,49,Male,12th,GEN,2086049,0,
Uttar Pradesh,Jaunpur,12-05-2014,Rajesh Prajapati,SARVSHRESHTH DAL,40,Male,12th,GEN,2080000,0,
Andhra Pradesh,Vijayawada,07-05-2014,Sarat Babu Surapaneni,IND,64,Male,Illiterate,GEN,2077981,0,
Bihar,Samastipur,30-04-2014,Lal Bahadur Sada,CPIM,43,Male,10th,GEN,2077500,6,#DE0000
Haryana,Karnal,10-04-2014,Ashish,AIFB,30,Male,Graduate,GEN,2077000,0,
Rajasthan,Bharatpur,24-04-2014,Amar Chand Pohiya,RAJASTHAN VIKAS PARTY,34,Male,10th,GEN,2076000,0,
Bihar,Ujiarpur,07-05-2014,Phool Babu Singh,CPIMLL,37,Male,Post Graduate,GEN,2073785,2,
Orissa,Bhadrak,17-04-2014,Narayan Chandra Jena,AAP,55,Male,Graduate,GEN,2066000,1,
Rajasthan,Tonk-sawai Madhopur,24-04-2014,Suresh,BSP,52,Male,Graduate,GEN,2065000,0,#77968E
West Bengal,Asansol,07-05-2014,Jyotirmoy Maiti,IND,57,Male,Graduate,GEN,2062000,0,
Karnataka,Kolar,17-04-2014,Mmuniyappa,IND,36,Male,8th,GEN,2060000,0,
Maharashtra,Ratnagiri Sindhudurg,17-04-2014,Ajinkya Dhondu Gawade,IND,48,Male,Graduate,GEN,2058757,0,
Maharashtra,Mumbai North Central,24-04-2014,Suresh Giga Dabhi,IND,43,Male,Literate,GEN,2057768,0,
Uttar Pradesh,Varanasi,12-05-2014,Pramod Kumar,IND,60,Male,Graduate,GEN,2057000,0,
Andhra Pradesh,Karimnagar,30-04-2014,Shaik Mahmood,WELFARE PARTY OF INDIA,58,Male,Graduate,GEN,2055000,0,
Maharashtra,Thane,24-04-2014,Najakatali Kabir Ansari,IND,40,Male,8th,GEN,2054916,0,
Uttar Pradesh,Muzaffarnagar,10-04-2014,Gufran Ahamad,IND,29,Male,12th,GEN,2054600,0,
Maharashtra,Madha,17-04-2014,Sathi Bashir Ahmed Bashamiyan Shaikh,IND,48,Male,Literate,GEN,2054596,0,
Bihar,Munger,17-04-2014,Dr Ashok Kumar Singh,SHS,0,Male,Doctorate,GEN,2054194,0,#F05A00
Punjab,Patiala,30-04-2014,Ravinder Singh,BHARATIYA SANT MAT PARTY,27,Male,12th,GEN,2053000,0,
Jharkhand,Giridih,17-04-2014,Shiva Mahto,IND,80,Male,8th,GEN,2050000,0,
Orissa,Bhubaneswar,17-04-2014,Madhu Sudan Yadav-,BSP,64,Male,Graduate,GEN,2050000,0,#77968E
West Bengal,Bolpur,30-04-2014,Bijoy Krishna Dolui,SUCIC,43,Male,Doctorate,GEN,2049581,0,
Maharashtra,Thane,24-04-2014,Gopinath Sakharam Mhaske,BHARIPA BAHUJAN MAHASANGH,51,Male,Illiterate,GEN,2045000,0,
Kerala,Thiruvananthapuram,10-04-2014,V S Jayakumar,IND,31,Male,Graduate,GEN,2040500,0,
Maharashtra,Jalna,24-04-2014,Karande Ganesh Navnathrao,IND,28,Male,Post Graduate,GEN,2040000,0,
Maharashtra,Buldhana,10-04-2014,Sanjay Mahadev Wankhade,IND,43,Male,Graduate,GEN,2037000,0,
Haryana,Faridabad,10-04-2014,Vijay Raj,IND,30,Male,Post Graduate,GEN,2035329,0,
Karnataka,Koppal,17-04-2014,Bmanohar Hanumantappa,IND,58,Male,10th,GEN,2035000,0,
Bihar,Pataliputra,17-04-2014,Shatrudhan Shah,BHARATIYA EKTA DAL,46,Male,10th,GEN,2030000,0,
Maharashtra,Yavatmal-washim,10-04-2014,Rathod Naresh Fulsing,AAP,41,Male,Graduate Professional,GEN,2030000,0,
Uttar Pradesh,Shahjahanpur,17-04-2014,Ram Lal Verma,BAHUJAN MUKTI PARTY,64,Male,Graduate,GEN,2029000,0,
Orissa,Nabarangpur,10-04-2014,Chandradhwaja Majhi,IND,54,Male,Graduate,GEN,2028926,0,
Karnataka,Chikkodi,17-04-2014,Magadum Ismail Magadum,IND,53,Male,10th,GEN,2027500,1,
Kerala,Palakkad,10-04-2014,Smt Shobha Surendran,BJP,39,Female,12th,GEN,2027210,4,#FB7B0D
Punjab,Khadoor Sahib,30-04-2014,Gurpal Singh,ALL INDIA MAZDOOR PARTY RANGRETA,53,Male,5th,GEN,2027000,0,
Gujarat,Navsari,30-04-2014,Sonal Kellogg,VOTERS PARTY,51,Female,Post Graduate,GEN,2026644,0,
Jharkhand,Dhanbad,24-04-2014,Mantosh Kumar Mandal,AMRA BANGALEE,67,Male,Post Graduate,GEN,2025930,0,
Tamil Nadu,Perambalur,24-04-2014,Pachamuthu -n,IND,65,Male,Not Given,GEN,2025000,0,
Maharashtra,Latur,17-04-2014,Dipratna Prabhakarrao Nilangekar,AAP,39,Male,Post Graduate,GEN,2025000,0,
Orissa,Bhubaneswar,17-04-2014,Dr Kulamani Nayak,PROUTIST BLOC -INDIA,65,Male,Doctorate,GEN,2024713,0,
Maharashtra,Palghar,24-04-2014,Dilip Atmaram Dumada,BAHUJAN MUKTI PARTY,49,Male,10th,GEN,2024600,0,
Jharkhand,Lohardaga,10-04-2014,Ranjit Oraon,IND,38,Male,12th,GEN,2024021,0,
Haryana,Hisar,10-04-2014,Om Parkash,BHARATIYA SANT MAT PARTY,37,Male,10th,GEN,2024000,0,
Jammu Kashmir,Anantnag,24-04-2014,Mohd Yousif Ganie,AMBEDKAR SAMAJ PARTY,47,Male,Graduate,GEN,2020000,0,
Rajasthan,Tonk-sawai Madhopur,24-04-2014,Kori Lal,IND,80,Male,5th,GEN,2019500,0,
Punjab,Ludhiana,30-04-2014,Tarsem Singh Banga,IND,53,Male,5th,GEN,2018300,2,
Uttar Pradesh,Machhlishahr,12-05-2014,Rajesh Sonkar,IND,47,Male,Post Graduate,GEN,2017000,0,
Tamil Nadu,Perambalur,24-04-2014,Thozhar Tamilselvan -p,UNITED COMMUNIST PARTY OF INDIA,51,Male,Literate,GEN,2015076,0,
West Bengal,Asansol,07-05-2014,Manash Sarkar,IND,54,Male,8th,GEN,2012075,0,
Maharashtra,Thane,24-04-2014,Rajendra Gajbhiye,AMBEDKARITE PARTY OF INDIA,49,Male,12th,GEN,2011650,0,
Madhya Pradesh,Morena,17-04-2014,Arujn Singh Pappu Kushwah,RASHTRIYA SAMANTA DAL,39,Male,8th,GEN,2006618,0,
